Sample ID,Accession,Domain,Phylum,Class,Order,Family,Genus,Species,E value,Max score,Total score,Query from,Query to,Hit from,Hit to,Identity,Positive,Similarity[%],Coverage[%],Query length
Ap-N-11-06,KM111593.1.1447,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,5.46E-80,302.124,163,18,494,13,486,380,380,79.7,92.1,518
Ap-N-11-11,LC027448.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. NIASMII,4.08E-101,372.297,201,77,506,49,477,355,355,82.6,83.5,515
Ap-N-11-12,ASUT01000032.59027.60556,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia sp. KTE52,0,870.892,471,19,492,44,518,474,474,100,34.1,1392
Ji-02-03,KC570941.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,824.726,446,15,493,39,517,469,469,97.9,26.7,1793
Ji-02-08,ADBS01000001.2889542.2891015,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. damselae CIP 102761,0,791.486,428,12,505,17,517,479,479,97,96.5,512
Ji-02-09,KC570941.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,857.966,464,10,498,32,525,485,485,99.2,28.9,1694
Ji-03-02,KY438203.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,806.26,436,41,520,19,500,469,469,97.7,90.6,530
Ji-03-07,EU878340.1.1552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,uncultured bacterium,0,881.972,477,17,519,37,536,496,496,98.6,31.2,1614
Ji-03-13,JQ082131.1.1454,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. U1368-101106-SW107,0,896.745,485,12,509,10,506,494,494,99.2,46.5,1070
Ji-04-05-1,MXDG01000083.86.1607,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,"Salmonella enterica subsp. enterica serovar 4,[5],12:r:-",0,872.739,472,18,501,44,527,480,480,99.2,46.4,1042
Ji-04-05-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,15,520,15,519,502,502,99.2,51.8,977
Ji-04-06,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,905.979,490,12,522,35,545,506,506,99,49.2,1039
Ji-04-07,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,926.292,501,25,529,40,543,504,504,99.8,52.8,956
Ji-04-08,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,30,532,13,514,501,501,99.6,55.7,903
Ji-04-09,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,881.972,477,18,503,53,538,484,484,99.6,48.7,997
Ji-04-10,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,821.033,444,19,505,53,538,474,474,97.3,47.2,1031
Ji-05-01,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,900.439,487,12,507,35,531,495,495,99.8,40.2,1235
Ji-05-04,MXDG01000083.86.1607,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,"Salmonella enterica subsp. enterica serovar 4,[5],12:r:-",0,769.327,416,17,453,39,475,432,432,98.9,53.3,820
Ji-05-06,,,,,,,,,,,,,,,,,,,,
Ji-05-07,ATJC01000104.215.1763,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis LA3B-2,1.84E-124,449.856,243,27,494,63,537,399,399,85.3,90.5,517
Ji-05-08,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,17,521,2,504,503,503,99.6,47.4,1065
Ji-05-13,HQ768341.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured organism,5.34E-85,318.744,172,63,479,72,491,344,344,82.5,81.6,511
Ji-05-14,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,900.439,487,16,502,11,497,487,487,100,45,1083
Ji-06-10,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,909.672,492,16,507,1,492,492,492,100,51.5,956
Ji-06-11,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,11,511,10,508,499,499,99.6,46.4,1079
Ji-07-05,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,11,508,35,534,498,498,100,44.5,1119
Ji-07-07,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,869.046,470,7,501,43,536,489,489,98.8,40.6,1218
Ji-07-08,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,887.512,480,7,503,40,538,495,495,99.6,41.2,1206
Ji-07-09,MXDG01000083.86.1607,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,"Salmonella enterica subsp. enterica serovar 4,[5],12:r:-",0,872.739,472,15,504,38,527,485,485,99,45.2,1084
Ji-07-13,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,17,511,37,531,495,495,100,44.7,1107
Ji-07-14,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,19,524,15,519,502,502,99.2,45.9,1103
Ji-08-10,KP058404.1.1417,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. M2-2,0,824.726,446,20,500,4,480,470,470,97.7,46.7,1030
Ji-08-11,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,876.432,474,23,509,1,485,483,483,99.2,52.8,922
Ji-09-04,EU531973.1.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,870.892,471,18,491,37,511,474,474,100,40.9,1158
Ji-09-11,KC920584.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella sp. 09-A2,0,869.046,470,18,505,16,504,484,484,99.2,41.9,1166
Ji-09-16,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,18,521,13,516,501,501,99.4,42.5,1186
Ji-09-17,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,19,509,2,492,491,491,100,39.5,1244
Ji-10-02,KJ803886.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,19,506,5,492,485,485,99.4,49.3,989
Ji-10-04,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,741.627,401,13,430,44,464,415,415,99.3,44.9,931
Ji-10-05,KJ477008.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,867.199,469,18,505,11,496,483,483,99,50.3,970
Ji-10-06,MLTP01000041.16.1568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica,0,845.039,457,21,501,53,533,473,473,98.3,36.8,1308
Ji-10-08,HE575920.1.1427,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter farmeri,0,793.333,429,16,499,7,490,467,467,96.5,95.8,505
Ji-10-09,JUDD01000020.33.1588,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,833.959,451,19,502,53,536,475,475,98.1,51.4,942
Ji-11-05,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,17,518,13,514,501,501,99.8,48.1,1043
Ji-11-07,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,16,518,13,514,500,500,99.4,50.7,992
Ji-11-08,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,15,521,15,520,504,504,99.4,38.7,1310
Ji-11-09,FJ672448.1.1407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,uncultured bacterium,0,887.512,480,23,514,43,535,489,489,99.4,39.6,1243
Ji-11-10,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,19,514,2,497,496,496,100,46.2,1074
Ji-11-12,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,19,520,13,514,501,501,99.8,42.4,1184
Ji-12-01,FJ672448.1.1407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,uncultured bacterium,0,885.665,479,14,504,36,527,489,489,99.6,28,1751
Ji-12-02,JX905206.1.1506,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. Org,0,905.979,490,12,521,26,532,504,504,98.8,31.3,1629
Ji-12-04,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,909.672,492,22,522,13,513,499,499,99.6,42,1192
Ji-12-05,FJ672448.1.1407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,uncultured bacterium,0,883.819,478,18,514,36,536,494,494,99.4,36,1379
Ji-12-09,KT986095.1.1465,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus subsp. saprophyticus,0,898.592,486,16,510,16,510,492,492,99.4,44,1126
Ji-12-12,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,14,519,10,514,504,504,99.6,40.5,1249
Ji-12-13,CP000713.2664454.2665980,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,0,861.659,466,20,491,44,516,471,471,99.8,47.6,991
Ji-12-15,CP000713.2664454.2665980,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,0,865.352,468,9,498,30,524,487,487,99.4,42.3,1159
Ji-12-16,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,17,518,13,514,500,500,99.6,44.4,1131
Ji-12-18-2,CP000713.2664454.2665980,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,0,854.272,462,3,497,27,522,487,487,98.4,31.8,1558
Ji-13-01,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,16,522,14,519,504,504,99.4,46.3,1096
Ji-13-02,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,915.212,495,15,514,35,536,500,500,100,42.3,1182
Ji-13-06,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,5,516,28,539,509,509,99.4,53.3,961
Ji-13-07,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,16,518,13,514,500,500,99.4,45.4,1109
Ji-13-12,KY003111.1.1207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius subsp. salivarius,0,880.126,476,10,497,12,499,485,485,99.4,47,1039
Ji-13-13-1,KY003111.1.1207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius subsp. salivarius,0,867.199,469,19,502,12,496,480,480,99.2,37.5,1291
Ji-13-13-2,KM659218.1.1452,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,0,846.886,458,19,520,13,505,489,489,97.4,45,1116
Ji-13-15,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,17,502,13,497,483,483,99.4,46.1,1054
Ji-14-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,4,520,27,543,512,512,99,39.9,1297
Ji-14-02,CP000713.2664454.2665980,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,0,867.199,469,6,494,31,521,485,485,99.2,42,1163
Ji-14-03,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,3,509,5,511,504,504,99.4,38.9,1304
Ji-14-04,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,1,509,1,510,507,507,99.6,36.8,1383
Ji-15-02,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,6,509,6,509,502,502,99.6,38.6,1305
Ji-15-03,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,13,507,37,531,495,495,100,42.6,1163
Ji-15-04,KY962893.1.1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,12,508,5,501,496,496,99.8,34.5,1442
Ji-15-05,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,5,507,5,507,502,502,99.8,32.7,1538
Ji-15-06,,,,,,,,,,,,,,,,,,,,
Ji-15-07,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,18,510,13,505,493,493,100,37.9,1302
Ji-15-08,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,17,506,13,502,490,490,100,42.5,1154
Ji-15-13,HQ728325.1.1503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus sp. SIX2(2011),0,907.825,491,17,511,32,525,494,494,99.8,43.9,1128
Ji-16-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,924.445,500,5,522,28,545,513,513,99,45.3,1144
Ji-16-03,JQ453696.1.1386,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium,0,778.56,421,14,491,36,508,462,462,96.7,29.8,1605
Ji-17-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,14,521,37,543,505,505,99.4,42.6,1193
Ji-17-02,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,859.812,465,10,503,21,515,486,486,98.4,44.1,1120
Ji-17-03,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,857.966,464,9,495,21,510,482,482,99,44,1106
Ji-17-04-1,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,854.272,462,11,500,21,515,485,485,99,32.4,1512
Ji-17-04-2,JQ453696.1.1386,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium,0,815.493,441,14,483,37,508,463,463,98.5,49.1,957
Ji-18-01,KC545898.1.1494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,14,521,7,514,504,504,99.2,40.8,1245
Ji-18-03,KC545898.1.1494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,15,515,15,514,500,500,99.8,43.4,1154
Ji-18-09,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,19,518,13,513,498,498,99.6,41.1,1218
Ji-18-10,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,18,512,1,495,495,495,100,45.4,1090
Ji-19-02,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,21,521,13,513,499,499,99.6,44.4,1128
Ji-19-03,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,17,518,37,539,501,501,99.8,34.5,1453
Ji-19-04,EU878340.1.1552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,uncultured bacterium,0,902.285,488,12,509,35,536,498,498,100,39.5,1260
Ji-19-10,HQ728325.1.1503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus sp. SIX2(2011),0,907.825,491,17,511,32,525,494,494,99.8,37.9,1305
Ji-21-01,KR149011.1.1434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia sp. CH-69,0,859.812,465,9,493,9,495,480,480,99,47.4,1024
Ji-21-02,,,,,,,,,,,,,,,,,,,,
Ji-21-04,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,880.126,476,12,503,12,501,487,487,99,47.8,1029
Ji-21-05,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,872.739,472,15,505,13,501,485,485,98.8,48.2,1019
Ji-22-01,KC202264.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,863.506,467,18,507,15,501,483,483,98.6,50.9,963
Ji-22-02,KP058404.1.1417,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. M2-2,0,859.812,465,19,498,1,480,476,476,99.2,36.7,1307
Ji-22-07,KC202264.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,865.352,468,25,507,19,501,479,479,99.2,42.4,1140
Ji-23-01,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,865.352,468,14,505,10,501,486,486,98.8,35.7,1380
Ji-23-02,JN698673.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,867.199,469,13,504,11,499,485,485,98.6,37.6,1308
Ji-23-03,,,,,,,,,,,,,,,,,,,,
Ji-23-06,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,863.506,467,12,504,12,501,485,485,98.4,46.3,1065
Ji-23-07,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,17,502,1,485,482,482,99.2,41.8,1162
Ji-23-08,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,756.4,409,22,508,8,488,462,462,94.9,95.3,511
Ji-24-01,KJ803869.1.1429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,878.279,475,16,502,3,489,483,483,99.2,48.1,1012
Ji-24-02,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,905.979,490,10,512,6,507,499,499,99.2,39.1,1288
Ji-24-05,HQ908760.1.1479,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. damselae,0,680.687,368,26,504,18,496,442,442,92.3,92.8,516
Ji-24-06,HM355606.1.1274,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus niacini,1.69E-55,220.872,119,122,478,92,452,282,282,79,64.4,554
Ji-24-08,AWEL01000011.276895.278424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli UMEA 4075-1,0,874.586,473,16,500,39,523,482,482,99.4,42.8,1132
JI-24-10,KP789330.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,876.432,474,13,497,7,491,482,482,99.4,47.3,1025
Ji-24-11,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,878.279,475,13,503,13,501,486,486,99,44.4,1106
Ji-25-01,HQ764444.1.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured organism,0,787.793,426,15,507,25,515,474,474,96.1,95.7,515
Ji-25-02,KU821025.1.1419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia fergusonii,0,869.046,470,22,507,3,486,481,481,99,45.5,1069
Ji-25-11,KJ477008.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,865.352,468,14,494,5,484,478,478,99.4,44.9,1071
Ji-26-01,JQ204641.1.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium,0,848.732,459,20,496,24,501,473,473,99.2,46,1036
Ji-26-02,KF828863.1.1384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. XJJC-134-5RF4,2.14E-79,300.278,162,72,407,49,384,279,279,83,59.9,561
Ji-26-03,,,,,,,,,,,,,,,,,,,,
Ji-26-05,KF828863.1.1384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. XJJC-134-5RF4,2.00E-64,250.418,135,79,414,49,384,270,270,80.4,65,517
Ji-26-08,,,,,,,,,,,,,,,,,,,,
Ji-27-01,,,,,,,,,,,,,,,,,,,,
Ji-27-02,JXKU01000093.80.1618,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,0,872.739,472,23,524,44,540,495,495,98.6,32.8,1532
Ji-27-03,JXKU01000093.80.1618,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,0,902.285,488,24,523,44,543,497,497,99.4,30.5,1639
Ji-27-04,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,26,528,2,504,502,502,99.8,46.9,1072
Ji-27-07,JQ082131.1.1454,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. U1368-101106-SW107,0,896.745,485,8,496,7,494,488,488,99.8,46.7,1048
Ji-28-01,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,16,527,8,518,507,507,99,49.1,1042
Ji-28-02,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,928.138,502,6,520,30,543,511,511,99.2,50.9,1012
Ji-28-03,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,19,512,2,495,494,494,100,46.3,1067
Ji-28-04,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,14,520,13,517,502,502,99,50.2,1010
Ji-29-01,KF026324.1.1468,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina aquimarina,0,893.052,483,16,509,15,510,492,492,99.6,50.6,977
